"","data","municipio_id","municipio","casos_acumulado","Casos.Estimado","t","Casos.Forecast","Casos.Lo.80","Casos.Hi.80","Casos.Lo.95","Casos.Hi.95","obitos_acumulado","Obitos.Estimado","Obitos.Forecast","Obitos.Lo.80","Obitos.Hi.80","Obitos.Lo.95","Obitos.Hi.95"
"763",2020-05-31,2106326,"Maracaçumé",214,224.091996276473,31,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"764",2020-06-01,2106326,"Maracaçumé",214,226.344065045847,32,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"765",2020-06-02,2106326,"Maracaçumé",214,216.111453519204,33,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"766",2020-06-03,2106326,"Maracaçumé",223,216.111453519204,34,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"767",2020-06-04,2106326,"Maracaçumé",236,227.203398142867,35,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"768",2020-06-05,2106326,"Maracaçumé",255,243.923863543478,36,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"769",2020-06-06,2106326,"Maracaçumé",255,265.558809841271,37,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"770",2020-06-07,2106326,"Maracaçumé",255,263.002957125453,38,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"771",2020-06-08,2106326,"Maracaçumé",255,257.111453519204,39,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"772",2020-06-09,2106326,"Maracaçumé",255,257.111453519204,40,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"773",2020-06-10,2106326,"Maracaçumé",255,257.111453519204,41,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"774",2020-06-11,2106326,"Maracaçumé",255,257.111453519204,42,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"775",2020-06-12,2106326,"Maracaçumé",281,257.111453519204,43,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"776",2020-06-13,2106326,"Maracaçumé",281,289.154849098675,44,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"777",2020-06-14,2106326,"Maracaçumé",281,291.17351108565,45,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"778",2020-06-15,2106326,"Maracaçumé",290,283.111453519204,46,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"779",2020-06-16,2106326,"Maracaçumé",290,294.203398142867,47,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"780",2020-06-17,2106326,"Maracaçumé",304,294.902165753743,48,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"781",2020-06-18,2106326,"Maracaçumé",307,309.365589600457,49,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"782",2020-06-19,2106326,"Maracaçumé",323,314.149876314152,50,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"783",2020-06-20,2106326,"Maracaçumé",323,329.760703595007,51,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"784",2020-06-21,2106326,"Maracaçumé",323,330.07271971394,52,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"785",2020-06-22,2106326,"Maracaçumé",326,325.111453519204,53,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"786",2020-06-23,2106326,"Maracaçumé",337,328.808768393758,54,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"787",2020-06-24,2106326,"Maracaçumé",347,342.598512137416,55,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"788",2020-06-25,2106326,"Maracaçumé",350,354.846706943266,56,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"789",2020-06-26,2106326,"Maracaçumé",359,355.909559765468,57,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"790",2020-06-27,2106326,"Maracaçumé",361,364.13363555438,58,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"791",2020-06-28,2106326,"Maracaçumé",361,366.367042336779,59,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"792",2020-06-29,2106326,"Maracaçumé",361,363.731611793546,60,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"793",2020-06-30,2106326,"Maracaçumé",361,363.111453519204,61,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"794",2020-07-01,2106326,"Maracaçumé",370,363.111453519203,62,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"795",2020-07-02,2106326,"Maracaçumé",380,374.203398142867,63,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"796",2020-07-03,2106326,"Maracaçumé",383,387.226548668924,64,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"797",2020-07-04,2106326,"Maracaçumé",387,388.909559765468,65,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"798",2020-07-05,2106326,"Maracaçumé",387,390.971444096789,66,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"799",2020-07-06,2106326,"Maracaçumé",388,390.351770067888,67,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"800",2020-07-07,2106326,"Maracaçumé",398,390.343891810722,68,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"801",2020-07-08,2106326,"Maracaçumé",407,402.745915571556,69,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"802",2020-07-09,2106326,"Maracaçumé",410,414.304189514577,70,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"803",2020-07-10,2106326,"Maracaçumé",410,415.599480628297,71,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"804",2020-07-11,2106326,"Maracaçumé",411,413.041690930717,72,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"805",2020-07-12,2106326,"Maracaçumé",411,413.343891810722,73,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"806",2020-07-13,2106326,"Maracaçumé",416,413.421532656375,74,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"807",2020-07-14,2106326,"Maracaçumé",416,419.273644976794,75,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"808",2020-07-15,2106326,"Maracaçumé",421,419.661849205059,76,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"809",2020-07-16,2106326,"Maracaçumé",424,424.273644976794,77,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"810",2020-07-17,2106326,"Maracaçumé",425,428.359164079613,78,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"811",2020-07-18,2106326,"Maracaçumé",430,428.274129222235,79,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"812",2020-07-19,2106326,"Maracaçumé",429,433.583724113965,80,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"813",2020-07-20,2106326,"Maracaçumé",433,432.42941091354,81,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"814",2020-07-21,2106326,"Maracaçumé",433,435.731127548105,82,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"815",2020-07-22,2106326,"Maracaçumé",437,436.351770067888,83,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"816",2020-07-23,2106326,"Maracaçumé",440,440.041206685276,84,NA,NA,NA,NA,NA,1,1.03092783505153,NA,NA,NA,NA,NA
"817",2020-07-24,2106326,"Maracaçumé",440,444.049084942442,85,NA,NA,NA,NA,NA,2,1.03092783505153,NA,NA,NA,NA,NA
"818",2020-07-25,2106326,"Maracaçumé",440,443.041690930717,86,NA,NA,NA,NA,NA,2,2.03092783505153,NA,NA,NA,NA,NA
"819",2020-07-26,2106326,"Maracaçumé",440,442.111453519204,87,NA,NA,NA,NA,NA,2,2.03092783505153,NA,NA,NA,NA,NA
"820",2020-07-27,2106326,"Maracaçumé",440,442.111453519203,88,NA,NA,NA,NA,NA,2,2.03092783505153,NA,NA,NA,NA,NA
"821",2020-07-28,2106326,"Maracaçumé",447,442.111453519204,89,NA,NA,NA,NA,NA,3,2.03092783505153,NA,NA,NA,NA,NA
"822",2020-07-29,2106326,"Maracaçumé",448,450.73852155983,90,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"823",2020-07-30,2106326,"Maracaçumé",448,452.514445770919,91,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"824",2020-07-31,2106326,"Maracaçumé",448,450.421532656374,92,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"825",2020-08-01,2106326,"Maracaçumé",451,450.111453519204,93,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"826",2020-08-02,2106326,"Maracaçumé",451,453.808768393758,94,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"827",2020-08-03,2106326,"Maracaçumé",455,454.041690930717,95,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"828",2020-08-04,2106326,"Maracaçumé",458,458.041206685276,96,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"829",2020-08-05,2106326,"Maracaçumé",462,462.049084942442,97,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"830",2020-08-06,2106326,"Maracaçumé",463,465.971444096789,98,NA,NA,NA,NA,NA,3,3.03092783505153,NA,NA,NA,NA,NA
"831",2020-08-07,2106326,"Maracaçumé",NA,NA,99,466.584208359406,457.833488421385,475.334928297426,453.201137105438,479.967279613373,NA,NA,3.03092783505153,2.80791022569433,3.25394544440873,2.68985183467023,3.37200383543282
"832",2020-08-08,2106326,"Maracaçumé",NA,NA,100,469.838848283285,455.950531784581,483.72716478199,448.598501132848,491.079195433723,NA,NA,3.06185567010305,2.74646114230207,3.37725019790403,2.57950136456386,3.54420997564225
"833",2020-08-09,2106326,"Maracaçumé",NA,NA,101,473.818192981428,454.118652718347,493.517733244509,443.690346029575,503.946039933281,NA,NA,3.09278350515458,2.70650567476536,3.4790613355438,2.5020225432518,3.68354446705736
"834",2020-08-10,2106326,"Maracaçumé",NA,NA,102,477.863794523028,452.894705503157,502.8328835429,439.676868205376,516.05072084068,NA,NA,3.12371134020611,2.6776761214917,3.56974655892051,2.44155933944352,3.8058633409687
"835",2020-08-11,2106326,"Maracaçumé",NA,NA,103,482.14951252323,452.138810883833,512.160214162628,436.252105079465,528.046919966996,NA,NA,3.15463917525763,2.65595664055544,3.65332170995983,2.39197005291132,3.91730829760395
"836",2020-08-12,2106326,"Maracaçumé",NA,NA,104,486.511587647687,451.832594960081,521.190580335292,433.474645151385,539.548530143988,NA,NA,3.18556701030916,2.63928766372867,3.73184635688965,2.35010484586567,4.02102917475265
"837",2020-08-13,2106326,"Maracaçumé",NA,NA,105,490.965866195953,451.915586627953,530.016145763954,431.243617324152,550.688115067755,NA,NA,3.21649484536069,2.62644571301338,3.806543977708,2.31409257017921,4.11889712054216
"838",2020-08-14,2106326,"Maracaçumé",NA,NA,106,495.465253101728,452.334560938182,538.595945265274,429.502551684473,561.427954518983,NA,NA,3.24742268041221,2.61663362481025,3.87821173601417,2.28271406933382,4.21213129149061
"839",2020-08-15,2106326,"Maracaçumé",NA,NA,107,500.003715275155,453.043688128206,546.963742422104,428.18455138382,571.82287916649,NA,NA,3.27835051546374,2.60929768739214,3.94740334353535,2.25512251431986,4.30157851660762
"840",2020-08-16,2106326,"Maracaçumé",NA,NA,108,504.565247197611,454.001785845131,555.128708550091,427.235106258311,581.89538813691,NA,NA,3.30927835051527,2.60403474662083,4.01452195440971,2.23070133408992,4.38785536694062
"841",2020-08-17,2106326,"Maracaçumé",NA,NA,109,509.144257838395,455.175351542907,563.113164133882,426.605938298187,591.682577378602,NA,NA,3.34020618556679,2.6005404536869,4.07987191744669,2.20898506730693,4.47142730382666
"842",2020-08-18,2106326,"Maracaçumé",NA,NA,110,513.734484650478,456.535633422599,570.933335878357,426.256390613687,601.212578687269,NA,NA,3.37113402061832,2.59857835983988,4.14368968139676,2.18961209681275,4.55265594442389
"843",2020-08-19,2106326,"Maracaçumé",NA,NA,111,518.332738316154,458.059020463768,578.606456168541,426.152041587962,610.513435044346,NA,NA,3.40206185566985,2.59796042980106,4.20616328153864,2.17229484746492,4.63182886387478
"844",2020-08-20,2106326,"Maracaçumé",NA,NA,112,522.936335630685,459.725602793229,586.14706846814,426.263862100407,619.608809160963,NA,NA,3.43298969072138,2.59853420528934,4.26744517615341,2.15680015444339,4.70917922699936
"845",2020-04-07,2110401,"São Benedito do Rio Preto",1,0.999552786485363,1,NA,NA,NA,NA,NA,0,4.95867520661343e-05,NA,NA,NA,NA,NA
"846",2020-04-08,2110401,"São Benedito do Rio Preto",1,1.00134163608504,2,NA,NA,NA,NA,NA,0,0.0495867768597177,NA,NA,NA,NA,NA
"847",2020-04-09,2110401,"São Benedito do Rio Preto",1,1.00000200562033,3,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"848",2020-04-10,2110401,"São Benedito do Rio Preto",1,1.00000114925722,4,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"849",2020-04-11,2110401,"São Benedito do Rio Preto",1,1.00000080355116,5,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"850",2020-04-12,2110401,"São Benedito do Rio Preto",1,1.00000061320319,6,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"851",2020-04-13,2110401,"São Benedito do Rio Preto",1,1.00000049148023,7,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"852",2020-04-14,2110401,"São Benedito do Rio Preto",1,1.00000040630792,8,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"853",2020-04-15,2110401,"São Benedito do Rio Preto",1,1.00000034300807,9,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"854",2020-04-16,2110401,"São Benedito do Rio Preto",1,1.00000029389988,10,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"855",2020-04-17,2110401,"São Benedito do Rio Preto",1,1.00000025457054,11,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"856",2020-04-18,2110401,"São Benedito do Rio Preto",1,1.00000022230221,12,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"857",2020-04-19,2110401,"São Benedito do Rio Preto",1,1.00000019532762,13,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"858",2020-04-20,2110401,"São Benedito do Rio Preto",1,1.00000017244594,14,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"859",2020-04-21,2110401,"São Benedito do Rio Preto",1,1.00000015281062,15,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"860",2020-04-22,2110401,"São Benedito do Rio Preto",1,1.00000013580581,16,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"861",2020-04-23,2110401,"São Benedito do Rio Preto",1,1.00000012097094,17,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"862",2020-04-24,2110401,"São Benedito do Rio Preto",1,1.00000010795312,18,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"863",2020-04-25,2110401,"São Benedito do Rio Preto",1,1.00000009647601,19,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"864",2020-04-26,2110401,"São Benedito do Rio Preto",1,1.00000008631902,20,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"865",2020-04-27,2110401,"São Benedito do Rio Preto",1,1.00000007730299,21,NA,NA,NA,NA,NA,0,0.0495867768595041,NA,NA,NA,NA,NA
"866",2020-04-28,2110401,"São Benedito do Rio Preto",3,1.00274262239833,22,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"867",2020-04-29,2110401,"São Benedito do Rio Preto",3,3.20674626927327,23,NA,NA,NA,NA,NA,0,0.0495867768595042,NA,NA,NA,NA,NA
"868",2020-04-30,2110401,"São Benedito do Rio Preto",3,3.18548893204352,24,NA,NA,NA,NA,NA,1,0.0495867768595042,NA,NA,NA,NA,NA
"869",2020-05-01,2110401,"São Benedito do Rio Preto",3,3.16648154647563,25,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"870",2020-05-02,2110401,"São Benedito do Rio Preto",4,3.15004925013626,26,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"871",2020-05-03,2110401,"São Benedito do Rio Preto",4,4.23624742301676,27,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"872",2020-05-04,2110401,"São Benedito do Rio Preto",7,4.21333691710429,28,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"873",2020-05-05,2110401,"São Benedito do Rio Preto",7,7.49565302912084,29,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"874",2020-05-06,2110401,"São Benedito do Rio Preto",7,7.44533399427502,30,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"875",2020-05-07,2110401,"São Benedito do Rio Preto",7,7.40016592057857,31,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"876",2020-05-08,2110401,"São Benedito do Rio Preto",7,7.35960989185223,32,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"877",2020-05-09,2110401,"São Benedito do Rio Preto",7,7.32318653832027,33,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"878",2020-05-10,2110401,"São Benedito do Rio Preto",7,7.29046861264446,34,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"879",2020-05-11,2110401,"São Benedito do Rio Preto",7,7.26107470640682,35,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"880",2020-05-12,2110401,"São Benedito do Rio Preto",10,7.23487003118143,36,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"881",2020-05-13,2110401,"São Benedito do Rio Preto",10,10.5143560007677,37,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"882",2020-05-14,2110401,"São Benedito do Rio Preto",10,10.4623474217683,38,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"883",2020-05-15,2110401,"São Benedito do Rio Preto",13,10.4157144233873,39,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"884",2020-05-16,2110401,"São Benedito do Rio Preto",18,13.6769994814358,40,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"885",2020-05-17,2110401,"São Benedito do Rio Preto",18,19.1138125786957,41,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"886",2020-05-18,2110401,"São Benedito do Rio Preto",18,19.0012482178753,42,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"887",2020-05-19,2110401,"São Benedito do Rio Preto",27,18.9002064320772,43,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"888",2020-05-20,2110401,"São Benedito do Rio Preto",27,28.7185688422502,44,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"889",2020-05-21,2110401,"São Benedito do Rio Preto",27,28.5449177125581,45,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"890",2020-05-22,2110401,"São Benedito do Rio Preto",38,28.388908795034,46,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"891",2020-05-23,2110401,"São Benedito do Rio Preto",38,40.3599119440523,47,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"892",2020-05-24,2110401,"São Benedito do Rio Preto",38,40.121479556387,48,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"893",2020-05-25,2110401,"São Benedito do Rio Preto",38,39.9071414158377,49,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"894",2020-05-26,2110401,"São Benedito do Rio Preto",49,39.7144998348016,50,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"895",2020-05-27,2110401,"São Benedito do Rio Preto",61,51.652610972066,51,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"896",2020-05-28,2110401,"São Benedito do Rio Preto",81,64.5969799312794,52,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"897",2020-05-29,2110401,"São Benedito do Rio Preto",108,86.2541475405894,53,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"898",2020-05-30,2110401,"São Benedito do Rio Preto",123,115.45104160303,54,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"899",2020-05-31,2110401,"São Benedito do Rio Preto",123,131.213665689638,55,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"900",2020-06-01,2110401,"São Benedito do Rio Preto",131,130.383882355302,56,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"901",2020-06-02,2110401,"São Benedito do Rio Preto",155,138.446138364887,57,NA,NA,NA,NA,NA,1,1.0495867768595,NA,NA,NA,NA,NA
"902",2020-06-03,2110401,"São Benedito do Rio Preto",168,164.118485185974,58,NA,NA,NA,NA,NA,2,1.0495867768595,NA,NA,NA,NA,NA
"903",2020-06-04,2110401,"São Benedito do Rio Preto",174,177.51061066842,59,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"904",2020-06-05,2110401,"São Benedito do Rio Preto",182,183.155953622161,60,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"905",2020-06-06,2110401,"São Benedito do Rio Preto",187,191.039173105616,61,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"906",2020-06-07,2110401,"São Benedito do Rio Preto",187,195.631117262811,62,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"907",2020-06-08,2110401,"São Benedito do Rio Preto",188,194.759166108723,63,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"908",2020-06-09,2110401,"São Benedito do Rio Preto",200,195.07632954022,64,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"909",2020-06-10,2110401,"São Benedito do Rio Preto",209,207.573738035146,65,NA,NA,NA,NA,NA,2,2.0495867768595,NA,NA,NA,NA,NA
"910",2020-06-11,2110401,"São Benedito do Rio Preto",235,216.717826615933,66,NA,NA,NA,NA,NA,3,2.0495867768595,NA,NA,NA,NA,NA
"911",2020-06-12,2110401,"São Benedito do Rio Preto",223,244.564759683047,67,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"912",2020-06-13,2110401,"São Benedito do Rio Preto",237,230.386206111477,68,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"913",2020-06-14,2110401,"São Benedito do Rio Preto",266,245.054357901284,69,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"914",2020-06-15,2110401,"São Benedito do Rio Preto",266,276.170365248382,70,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"915",2020-06-16,2110401,"São Benedito do Rio Preto",266,275.142916295197,71,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"916",2020-06-17,2110401,"São Benedito do Rio Preto",288,274.219264987057,72,NA,NA,NA,NA,NA,3,3.0495867768595,NA,NA,NA,NA,NA
"917",2020-06-18,2110401,"São Benedito do Rio Preto",298,297.61144652279,73,NA,NA,NA,NA,NA,4,3.0495867768595,NA,NA,NA,NA,NA
"918",2020-06-19,2110401,"São Benedito do Rio Preto",311,307.650699720139,74,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"919",2020-06-20,2110401,"São Benedito do Rio Preto",315,320.98905845848,75,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"920",2020-06-21,2110401,"São Benedito do Rio Preto",336,324.384021556136,76,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"921",2020-06-22,2110401,"São Benedito do Rio Preto",335,346.5575109356,77,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"922",2020-06-23,2110401,"São Benedito do Rio Preto",356,344.389928165322,78,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"923",2020-06-24,2110401,"São Benedito do Rio Preto",361,366.562820875205,79,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"924",2020-06-25,2110401,"São Benedito do Rio Preto",366,371.00084394628,80,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"925",2020-06-26,2110401,"São Benedito do Rio Preto",379,375.495640073435,81,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"926",2020-06-27,2110401,"São Benedito do Rio Preto",389,388.849663568061,82,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"927",2020-06-28,2110401,"São Benedito do Rio Preto",391,398.864851090063,83,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"928",2020-06-29,2110401,"São Benedito do Rio Preto",414,400.070314581485,84,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"929",2020-06-30,2110401,"São Benedito do Rio Preto",414,424.477543243624,85,NA,NA,NA,NA,NA,4,4.0495867768595,NA,NA,NA,NA,NA
"930",2020-07-01,2110401,"São Benedito do Rio Preto",432,423.419062834193,86,NA,NA,NA,NA,NA,5,4.0495867768595,NA,NA,NA,NA,NA
"931",2020-07-02,2110401,"São Benedito do Rio Preto",457,442.28594106746,87,NA,NA,NA,NA,NA,5,5.0495867768595,NA,NA,NA,NA,NA
"932",2020-07-03,2110401,"São Benedito do Rio Preto",471,468.772410070229,88,NA,NA,NA,NA,NA,5,5.0495867768595,NA,NA,NA,NA,NA
"933",2020-07-04,2110401,"São Benedito do Rio Preto",481,482.997449494001,89,NA,NA,NA,NA,NA,5,5.0495867768595,NA,NA,NA,NA,NA
"934",2020-07-05,2110401,"São Benedito do Rio Preto",481,492.795659704061,90,NA,NA,NA,NA,NA,5,5.0495867768595,NA,NA,NA,NA,NA
